GeneName	GoTerm
YJL209W	GO:0006397
YJL209W	GO:0009060
YJL210W	GO:0016558
YJL210W	GO:0000209
YJL212C	GO:0006790
YJL212C	GO:0035672
YJL212C	GO:0015833
YJL212C	GO:0006857
YJL212C	GO:0055085
YJL212C	GO:0015031
YJL213W	GO:0008150
YJL213W	GO:0019700
YJL214W	GO:1902600
YJL214W	GO:0055085
YJL214W	GO:1904659
YJL214W	GO:0015755
YJL214W	GO:0015761
YJL214W	GO:0098704
YJL214W	GO:0008643
YJL214W	GO:0008645
YJL216C	GO:0046352
YJL216C	GO:0005975
YJL216C	GO:0000025
YJL216C	GO:0005987
YJL216C	GO:0000023
YJL216C	GO:0009313
YJL216C	GO:0008152
YJL217W	GO:0008150
YJL218W	GO:0008150
YJL219W	GO:0008645
YJL219W	GO:0015761
YJL219W	GO:0055085
YJL219W	GO:1904659
YJL219W	GO:0098704
YJL219W	GO:0015755
YJL219W	GO:1902600
YJL219W	GO:0015757
YJL219W	GO:0008643
YJL221C	GO:0005975
YJL221C	GO:0046352
YJL221C	GO:0009313
YJL221C	GO:0000025
YJL221C	GO:0000023
YJL221C	GO:0008152
YJL221C	GO:0005987
YJL222W	GO:0015031
YJL222W	GO:0006896
YJL222W	GO:0006623
YJL222W	GO:0006892
YJL222W	GO:0006895
YJL223C	GO:0031505
YJL223C	GO:0008150
YJL225C	GO:0008150
YJL225C	GO:0032508
YJR001W	GO:0015824
YJR001W	GO:0007034
YJR001W	GO:0006865
YJR001W	GO:0098655
YJR001W	GO:0006868
YJR001W	GO:0015803
YJR001W	GO:0015828
YJR001W	GO:1902475
YJR001W	GO:0003333
YJR002W	GO:0042254
YJR002W	GO:0000447
YJR002W	GO:0000472
YJR002W	GO:0006364
YJR002W	GO:0000480
YJR003C	GO:0008150
YJR004C	GO:0007155
YJR004C	GO:0098609
YJR004C	GO:0000752
YJR005C-A	GO:0055072
YJR005W	GO:0015031
YJR005W	GO:0006897
YJR005W	GO:0016192
YJR005W	GO:0006886
YJR006W	GO:0006260
YJR006W	GO:0090305
YJR006W	GO:0006301
YJR006W	GO:0006271
YJR006W	GO:0006273
YJR006W	GO:0006278
YJR006W	GO:0043137
YJR006W	GO:0006289
YJR006W	GO:0006272
YJR006W	GO:0006298
YJR006W	GO:0006284
YJR007W	GO:0006412
YJR007W	GO:0001731
YJR007W	GO:0006413
YJR008W	GO:0008150
YJR009C	GO:0072593
YJR009C	GO:0055114
YJR009C	GO:0006006
YJR009C	GO:0006915
YJR009C	GO:0006096
YJR009C	GO:0006094
YJR010C-A	GO:0006465
YJR010C-A	GO:0045047
YJR010W	GO:0000096
YJR010W	GO:0019344
YJR010W	GO:0009086
YJR010W	GO:0070814
YJR010W	GO:0010134
YJR010W	GO:0000103
YJR010W	GO:0008652
YJR010W	GO:0019379
YJR011C	GO:0008150
YJR012C	GO:0008150
YJR013W	GO:0006506
YJR013W	GO:0097502
YJR013W	GO:0071555
YJR013W	GO:0031505
YJR014W	GO:0006413
YJR014W	GO:0002188
YJR014W	GO:0001731
YJR014W	GO:0008150
YJR015W	GO:0008150
YJR016C	GO:0008652
YJR016C	GO:0009082
YJR016C	GO:0009097
YJR016C	GO:0009099
YJR017C	GO:2000059
YJR017C	GO:1901407
YJR017C	GO:0080182
YJR017C	GO:2000749
YJR017C	GO:0045899
YJR017C	GO:0035307
YJR017C	GO:0031064
YJR017C	GO:0006369
YJR017C	GO:0000413
YJR017C	GO:0045944
YJR017C	GO:0000122
YJR019C	GO:0009062
YJR019C	GO:0019395
YJR019C	GO:0006635
YJR019C	GO:0006637
YJR021C	GO:0007131
YJR021C	GO:0051321
YJR021C	GO:0006310
YJR022W	GO:0008033
YJR022W	GO:0006364
YJR022W	GO:0016070
YJR022W	GO:0008380
YJR022W	GO:0000398
YJR022W	GO:0006397
YJR024C	GO:0019284
YJR024C	GO:0008652
YJR024C	GO:0009086
YJR024C	GO:0019509
YJR025C	GO:0055114
YJR025C	GO:0019363
YJR025C	GO:0046874
YJR025C	GO:0009435
YJR025C	GO:0019805
YJR025C	GO:0043420
YJR025C	GO:0034354
YJR025C	GO:0006569
YJR026W	GO:0032197
YJR027W	GO:0071897
YJR027W	GO:0008152
YJR027W	GO:0090305
YJR027W	GO:0006508
YJR027W	GO:0006310
YJR027W	GO:0032197
YJR027W	GO:0006278
YJR027W	GO:0090501
YJR027W	GO:0032196
YJR027W	GO:0015074
YJR027W	GO:0090502
YJR028W	GO:0032197
YJR029W	GO:0006508
YJR029W	GO:0032196
YJR029W	GO:0032197
YJR029W	GO:0071897
YJR029W	GO:0090305
YJR029W	GO:0006310
YJR029W	GO:0090501
YJR029W	GO:0008152
YJR029W	GO:0090502
YJR029W	GO:0006278
YJR029W	GO:0015074
YJR030C	GO:0019320
YJR031C	GO:0006890
YJR031C	GO:0006888
YJR031C	GO:0032012
YJR031C	GO:0006891
YJR031C	GO:0016236
YJR031C	GO:0030036
YJR032W	GO:0000413
YJR032W	GO:0006457
YJR032W	GO:0042026
YJR032W	GO:0034605
YJR033C	GO:0015031
YJR033C	GO:0043254
YJR033C	GO:0007035
YJR033C	GO:0045022
YJR034W	GO:0033617
YJR035W	GO:0006281
YJR035W	GO:0001208
YJR035W	GO:0006289
YJR035W	GO:0006974
YJR035W	GO:0006283
YJR035W	GO:0032508
YJR035W	GO:0010767
YJR036C	GO:0016567
YJR039W	GO:0008150
YJR040W	GO:1902476
YJR040W	GO:0006879
YJR040W	GO:0006821
YJR040W	GO:0055085
YJR040W	GO:1902600
YJR040W	GO:0006811
YJR040W	GO:0006878
YJR041C	GO:0006364
YJR041C	GO:0016072
YJR041C	GO:0042254
YJR042W	GO:0045893
YJR042W	GO:0015031
YJR042W	GO:0000055
YJR042W	GO:0006406
YJR042W	GO:0006606
YJR042W	GO:0031081
YJR042W	GO:0051028
YJR043C	GO:0043137
YJR043C	GO:0006301
YJR043C	GO:0006289
YJR043C	GO:0006260
YJR043C	GO:0006284
YJR043C	GO:0006278
YJR043C	GO:0006277
YJR043C	GO:0006273
YJR043C	GO:0006272
YJR043C	GO:0000727
YJR043C	GO:0090305
YJR044C	GO:0032511
YJR044C	GO:2000009
YJR044C	GO:0015031
YJR045C	GO:0030150
YJR045C	GO:0032079
YJR045C	GO:0042026
YJR045C	GO:0043335
YJR045C	GO:0006457
YJR045C	GO:0006986
YJR045C	GO:0034620
YJR045C	GO:0051085
YJR045C	GO:0034605
YJR046W	GO:0030174
YJR046W	GO:0007049
YJR046W	GO:0006267
YJR046W	GO:0000727
YJR046W	GO:0051301
YJR047C	GO:0045905
YJR047C	GO:0006452
YJR047C	GO:0006412
YJR047C	GO:0006414
YJR047C	GO:0045901
YJR048W	GO:0006122
YJR048W	GO:0006123
YJR048W	GO:0055114
YJR049C	GO:0006879
YJR049C	GO:0019674
YJR049C	GO:0006741
YJR049C	GO:0016310
YJR050W	GO:0006397
YJR050W	GO:0008380
YJR050W	GO:0000350
YJR050W	GO:0000389
YJR051W	GO:0055114
YJR051W	GO:0034975
YJR051W	GO:0046443
YJR052W	GO:0006974
YJR052W	GO:0016567
YJR052W	GO:0000715
YJR052W	GO:0034613
YJR052W	GO:0006281
YJR052W	GO:0006511
YJR052W	GO:0031146
YJR053W	GO:0043547
YJR053W	GO:0007049
YJR053W	GO:0031578
YJR053W	GO:0046578
YJR053W	GO:0051301
YJR053W	GO:0050790
YJR053W	GO:0001100
YJR054W	GO:0071805
YJR055W	GO:0000492
YJR055W	GO:0000463
YJR055W	GO:0048254
YJR056C	GO:0008150
YJR057W	GO:0009165
YJR057W	GO:0006227
YJR057W	GO:0016310
YJR057W	GO:0006235
YJR057W	GO:0046940
YJR057W	GO:0006233
YJR057W	GO:0006165
YJR058C	GO:0006886
YJR058C	GO:0006897
YJR058C	GO:0016192
YJR058C	GO:0015031
YJR058C	GO:0072583
YJR059W	GO:0000296
YJR059W	GO:0006468
YJR059W	GO:0008361
YJR059W	GO:0035556
YJR059W	GO:0015847
YJR059W	GO:0015848
YJR059W	GO:0006873
YJR059W	GO:0016310
YJR059W	GO:0000082
YJR060W	GO:0000122
YJR060W	GO:0045944
YJR060W	GO:0061432
YJR060W	GO:0061427
YJR060W	GO:0007059
YJR060W	GO:1900478
YJR060W	GO:0006338
YJR060W	GO:1900375
YJR061W	GO:0008150
YJR062C	GO:0031365
YJR062C	GO:0030163
YJR062C	GO:0006807
YJR063W	GO:0006363
YJR063W	GO:0000122
YJR063W	GO:0006360
YJR063W	GO:0006379
YJR063W	GO:0006351
YJR063W	GO:0042254
YJR063W	GO:0042790
YJR064W	GO:0006457
YJR065C	GO:0007015
YJR065C	GO:0000001
YJR065C	GO:0034314
YJR065C	GO:0044396
YJR066W	GO:1905356
YJR066W	GO:0038202
YJR066W	GO:0016242
YJR066W	GO:0007049
YJR066W	GO:0016310
YJR066W	GO:0051321
YJR066W	GO:0044387
YJR066W	GO:0090153
YJR066W	GO:0006413
YJR066W	GO:0034976
YJR066W	GO:0018105
YJR066W	GO:0031929
YJR066W	GO:0031930
YJR066W	GO:0034599
YJR066W	GO:0010507
YJR066W	GO:0034605
YJR066W	GO:0006974
YJR066W	GO:0031505
YJR066W	GO:0001300
YJR066W	GO:0042254
YJR066W	GO:0042790
YJR066W	GO:0051726
YJR066W	GO:0001558
YJR067C	GO:0106035
YJR068W	GO:0007049
YJR068W	GO:0006261
YJR068W	GO:0007062
YJR068W	GO:0000076
YJR068W	GO:0006260
YJR068W	GO:0006272
YJR068W	GO:0006298
YJR069C	GO:0009204
YJR069C	GO:0009213
YJR069C	GO:0009217
YJR069C	GO:0009143
YJR069C	GO:0009117
YJR070C	GO:0055114
YJR070C	GO:0000226
YJR070C	GO:0008612
YJR072C	GO:0006606
YJR072C	GO:0007064
YJR072C	GO:0006913
YJR073C	GO:0032259
YJR073C	GO:0006656
YJR073C	GO:0008654
YJR073C	GO:0006629
YJR074W	GO:0051028
YJR074W	GO:0006606
YJR074W	GO:0015031
YJR075W	GO:0097502
YJR075W	GO:0006491
YJR075W	GO:0000032
YJR075W	GO:0006080
YJR076C	GO:0045860
YJR076C	GO:0007049
YJR076C	GO:0051301
YJR076C	GO:0000281
YJR076C	GO:0000915
YJR076C	GO:0061640
YJR076C	GO:0097271
YJR076C	GO:0000917
YJR076C	GO:0032186
YJR076C	GO:0030011
YJR077C	GO:0055085
YJR077C	GO:0035435
YJR078W	GO:0055114
YJR078W	GO:0034354
YJR078W	GO:0019441
YJR078W	GO:0009435
YJR079W	GO:0008150
YJR080C	GO:0007007
YJR082C	GO:0016573
YJR082C	GO:0006325
YJR082C	GO:0006974
YJR082C	GO:0006281
YJR082C	GO:0043982
YJR082C	GO:0044154
YJR082C	GO:0043972
YJR082C	GO:0043981
YJR082C	GO:0043983
YJR082C	GO:0043968
YJR083C	GO:0008150
YJR084W	GO:0006368
YJR084W	GO:0000398
YJR084W	GO:0016973
YJR084W	GO:0071033
YJR084W	GO:0000973
YJR084W	GO:0000754
YJR085C	GO:0008150
YJR086W	GO:0000750
YJR086W	GO:0019236
YJR086W	GO:0007186
YJR086W	GO:0007165
YJR088C	GO:0034975
YJR089W	GO:0007059
YJR089W	GO:0006915
YJR089W	GO:0007094
YJR089W	GO:0007049
YJR089W	GO:0051301
YJR089W	GO:0031134
YJR089W	GO:0000022
YJR090C	GO:0007124
YJR090C	GO:0006974
YJR090C	GO:0005975
YJR090C	GO:0006006
YJR090C	GO:0016567
YJR090C	GO:0031146
YJR090C	GO:0000209
YJR090C	GO:0000751
YJR090C	GO:0071406
YJR091C	GO:0000288
YJR091C	GO:0034629
YJR091C	GO:0051654
YJR092W	GO:0007049
YJR092W	GO:0097271
YJR092W	GO:0031106
YJR092W	GO:0007120
YJR092W	GO:0051301
YJR093C	GO:0006397
YJR093C	GO:0098789
YJR093C	GO:0006378
YJR094C	GO:0051321
YJR094C	GO:0030435
YJR094C	GO:0040020
YJR094C	GO:0007124
YJR094C	GO:0006357
YJR094C	GO:0045944
YJR094W-A	GO:0002181
YJR094W-A	GO:0006412
YJR095W	GO:0015744
YJR095W	GO:0015741
YJR095W	GO:0071422
YJR095W	GO:0055085
YJR096W	GO:0042843
YJR096W	GO:0019568
YJR096W	GO:0034599
YJR096W	GO:0055114
YJR097W	GO:0017183
YJR098C	GO:0008150
YJR098C	GO:0006629
YJR099W	GO:0006508
YJR099W	GO:0010992
YJR099W	GO:0016579
YJR099W	GO:0006511
YJR100C	GO:0017121
YJR100C	GO:0034605
YJR100C	GO:1903147
YJR100C	GO:0034599
YJR100C	GO:0001300
YJR101W	GO:0006801
YJR101W	GO:0019430
YJR101W	GO:0055114
YJR101W	GO:0032543
YJR102C	GO:0071985
YJR102C	GO:1904669
YJR102C	GO:0006623
YJR102C	GO:0015031
YJR102C	GO:0000433
YJR102C	GO:0043162
YJR102C	GO:0043328
YJR103W	GO:0019856
YJR103W	GO:0006541
YJR103W	GO:0006241
YJR103W	GO:0044210
YJR103W	GO:0006221
YJR104C	GO:0031505
YJR104C	GO:0055114
YJR104C	GO:0050821
YJR104C	GO:0051091
YJR104C	GO:1901856
YJR104C	GO:0036091
YJR104C	GO:0006882
YJR104C	GO:0006878
YJR104C	GO:0006801
YJR104C	GO:0001320
YJR104C	GO:0019430
YJR105W	GO:0044209
YJR105W	GO:0016310
YJR105W	GO:0006166
YJR105W	GO:0006144
YJR106W	GO:0070316
YJR106W	GO:0055085
YJR106W	GO:0006874
YJR107W	GO:0008150
YJR107W	GO:0006629
YJR107W	GO:0016042
YJR108W	GO:0000226
YJR109C	GO:0008652
YJR109C	GO:0006526
YJR109C	GO:0006807
YJR110W	GO:0046856
YJR110W	GO:0035335
YJR110W	GO:0016311
YJR111C	GO:0098869
YJR111C	GO:0008150
YJR111C	GO:0055114
YJR112W	GO:0051301
YJR112W	GO:0007059
YJR112W	GO:0007049
YJR112W-A	GO:0008150
YJR113C	GO:0000028
YJR113C	GO:0032543
YJR113C	GO:0006412
YJR115W	GO:0008150
YJR116W	GO:0008150
YJR117W	GO:0019236
YJR117W	GO:0016485
YJR117W	GO:0071432
YJR117W	GO:0071586
YJR117W	GO:0006508
YJR118C	GO:0000002
YJR119C	GO:0000122
YJR119C	GO:0006338
YJR119C	GO:0055114
YJR119C	GO:0006325
YJR119C	GO:0000183
YJR119C	GO:0034720
YJR119C	GO:0045944
YJR119C	GO:0016577
YJR119C	GO:0071041
YJR119C	GO:1902275
YJR119C	GO:1904388
YJR119C	GO:0034721
YJR119C	GO:0060623
YJR120W	GO:0007005
YJR120W	GO:0015918
YJR120W	GO:0045333
YJR121W	GO:0042776
YJR121W	GO:0046034
YJR121W	GO:1902600
YJR121W	GO:0006811
YJR121W	GO:0006754
YJR121W	GO:0015986
YJR122W	GO:0106035
YJR122W	GO:0106034
YJR122W	GO:0016226
YJR123W	GO:0000028
YJR123W	GO:0006407
YJR123W	GO:0006450
YJR123W	GO:0002181
YJR123W	GO:0006412
YJR124C	GO:0055085
YJR124C	GO:0008150
YJR125C	GO:0071985
YJR125C	GO:0000147
YJR125C	GO:0006895
YJR125C	GO:0015031
YJR125C	GO:0007015
YJR125C	GO:0030036
YJR125C	GO:0032511
YJR125C	GO:0034498
YJR126C	GO:0006508
YJR126C	GO:0006623
YJR126C	GO:0015031
YJR127C	GO:0006351
YJR127C	GO:0006355
YJR127C	GO:0045944
YJR127C	GO:0000122
YJR128W	GO:0008150
YJR129C	GO:0018023
YJR129C	GO:0032259
YJR130C	GO:0008652
YJR130C	GO:0009086
YJR130C	GO:0019346
YJR130C	GO:0006790
YJR131W	GO:0035977
YJR131W	GO:0006491
YJR131W	GO:0030433
YJR131W	GO:0006486
YJR131W	GO:0008152
YJR132W	GO:0015031
YJR132W	GO:0006886
YJR132W	GO:0006606
YJR133W	GO:0032263
YJR133W	GO:0009116
YJR133W	GO:0032264
YJR133W	GO:0032265
YJR133W	GO:0046100
YJR133W	GO:0006164
YJR134C	GO:0008150
YJR135C	GO:0007049
YJR135C	GO:0051321
YJR135C	GO:0034087
YJR135C	GO:0007059
YJR135C	GO:0051301
YJR135W-A	GO:0045039
YJR135W-A	GO:0015031
YJR135W-A	GO:0072321
YJR136C	GO:0071472
YJR136C	GO:0006325
YJR136C	GO:0031669
YJR136C	GO:0006974
YJR136C	GO:0034605
YJR137C	GO:0000103
YJR137C	GO:0055114
YJR137C	GO:0000097
YJR137C	GO:0070814
YJR137C	GO:0019344
YJR137C	GO:0009086
YJR137C	GO:0008652
YJR138W	GO:0032007
YJR138W	GO:0015031
YJR138W	GO:1904262
YJR138W	GO:0043547
YJR138W	GO:0051058
YJR138W	GO:2000785
YJR138W	GO:0034198
YJR138W	GO:0035556
YJR138W	GO:0010508
YJR139C	GO:0055114
YJR139C	GO:0009082
YJR139C	GO:0009097
YJR139C	GO:0009086
YJR139C	GO:0009088
YJR139C	GO:0008652
YJR139C	GO:0016310
YJR139C	GO:0009090
YJR139C	GO:0006520
YJR140C	GO:0071930
YJR140C	GO:0006336
YJR140C	GO:0035066
YJR140C	GO:0006368
YJR141W	GO:0051865
YJR141W	GO:0098789
YJR141W	GO:0006378
YJR141W	GO:0006513
YJR141W	GO:0043161
YJR141W	GO:0000209
YJR142W	GO:0008150
YJR143C	GO:0031505
YJR143C	GO:0006486
YJR143C	GO:1900101
YJR143C	GO:0035269
YJR143C	GO:0006493
YJR144W	GO:0006974
YJR144W	GO:0006281
YJR144W	GO:0036297
YJR144W	GO:0000733
YJR144W	GO:0000725
YJR144W	GO:0000002
YJR145C	GO:0002181
YJR145C	GO:0006412
YJR146W	GO:0008150
YJR147W	GO:0006355
YJR147W	GO:0034605
YJR147W	GO:0007124
YJR147W	GO:0061408
YJR148W	GO:0009082
YJR148W	GO:0009083
YJR148W	GO:0009097
YJR148W	GO:0009099
YJR148W	GO:0009098
YJR148W	GO:0009081
YJR148W	GO:0008652
YJR148W	GO:0019509
YJR149W	GO:0008150
YJR149W	GO:0055114
YJR150C	GO:0015918
YJR150C	GO:0031505
YJR151C	GO:0008150
YJR151C	GO:0031505
YJR151W-A	GO:0008150
YJR152W	GO:0015719
YJR152W	GO:0035442
YJR152W	GO:0042939
YJR152W	GO:0042938
YJR152W	GO:0055085
YJR153W	GO:0005975
YJR153W	GO:0045490
YJR153W	GO:0008152
YJR153W	GO:0071555
YJR154W	GO:0008150
YJR155W	GO:0055114
YJR155W	GO:0006081
YJR156C	GO:0009228
YJR156C	GO:0009229
YJR158W	GO:0008645
YJR158W	GO:0015795
YJR158W	GO:1904659
YJR158W	GO:0015755
YJR158W	GO:0015797
YJR158W	GO:0015761
YJR158W	GO:0008643
YJR158W	GO:0098704
YJR158W	GO:1902600
YJR158W	GO:0055085
YJR159W	GO:0019318
YJR159W	GO:0055114
YJR160C	GO:0034219
YJR160C	GO:0015768
YJR160C	GO:0008643
YJR160C	GO:0055085
YJR160C	GO:1902600
YJR160C	GO:0000023
YJR161C	GO:0043328
YKL001C	GO:0016310
YKL001C	GO:0019344
YKL001C	GO:0070814
YKL001C	GO:0000096
YKL001C	GO:0008652
YKL001C	GO:0000103
YKL001C	GO:0009086
YKL001C	GO:0019379
YKL002W	GO:0032509
YKL002W	GO:0045324
YKL002W	GO:0070676
YKL002W	GO:1904669
YKL002W	GO:0007034
YKL002W	GO:0015031
YKL002W	GO:0043162
YKL002W	GO:0045053
YKL003C	GO:0006412
YKL003C	GO:0032543
YKL004W	GO:0006665
YKL004W	GO:0030148
YKL004W	GO:0006673
YKL004W	GO:0006629
YKL005C	GO:0045899
YKL005C	GO:0006351
YKL005C	GO:0000122
YKL005C	GO:0031440
YKL005C	GO:0051123
YKL005C	GO:0031564
YKL006C-A	GO:0006906
YKL006C-A	GO:0015031
YKL006C-A	GO:0006891
YKL006W	GO:0002181
YKL006W	GO:0016236
YKL006W	GO:0042273
YKL006W	GO:0006412
YKL007W	GO:0030036
YKL007W	GO:0051016
YKL007W	GO:0051693
YKL008C	GO:0001302
YKL008C	GO:0006629
YKL008C	GO:0046513
YKL009W	GO:0006364
YKL009W	GO:0000956
YKL009W	GO:0000027
YKL009W	GO:0042254
YKL009W	GO:0000055
YKL009W	GO:0042273
YKL010C	GO:0000209
YKL010C	GO:0010994
YKL010C	GO:0051974
YKL010C	GO:0006513
YKL011C	GO:0000002
YKL011C	GO:0090305
YKL011C	GO:0006259
YKL012W	GO:0008380
YKL012W	GO:0000398
YKL012W	GO:0045292
YKL012W	GO:0006397
YKL013C	GO:0030833
YKL013C	GO:0000147
YKL013C	GO:0030041
YKL013C	GO:0034314
YKL013C	GO:0000001
YKL014C	GO:0000466
YKL014C	GO:0000463
YKL014C	GO:0042254
YKL014C	GO:0006364
YKL015W	GO:0045944
YKL015W	GO:0006355
YKL015W	GO:0006351
YKL015W	GO:0006560
YKL015W	GO:0000972
YKL015W	GO:2001158
YKL016C	GO:0015986
YKL016C	GO:0006754
YKL016C	GO:0006811
YKL017C	GO:0032508
YKL018C-A	GO:0008150
YKL018W	GO:0080182
YKL018W	GO:0031124
YKL018W	GO:0034729
YKL018W	GO:0051568
YKL018W	GO:0031126
YKL018W	GO:0000723
YKL018W	GO:0006397
YKL019W	GO:0018343
YKL019W	GO:0007323
YKL019W	GO:0018344
YKL019W	GO:0018342
YKL020C	GO:0045944
YKL020C	GO:0036083
YKL020C	GO:0070417
YKL020C	GO:0030466
YKL021C	GO:0042254
YKL021C	GO:0000463
YKL021C	GO:0042273
YKL021C	GO:0000027
YKL021C	GO:0000466
YKL022C	GO:0051301
YKL022C	GO:0007049
YKL022C	GO:0031145
YKL022C	GO:0016567
YKL022C	GO:0032297
YKL023C-A	GO:0008150
YKL023W	GO:0008150
YKL024C	GO:0006207
YKL024C	GO:0016310
YKL024C	GO:0006221
YKL024C	GO:0046940
YKL024C	GO:0006139
YKL025C	GO:0000288
YKL025C	GO:0006397
YKL025C	GO:0006281
YKL025C	GO:0000290
YKL025C	GO:0006468
YKL025C	GO:0000289
YKL025C	GO:0090503
YKL025C	GO:0010606
YKL026C	GO:0007031
YKL026C	GO:0034599
YKL026C	GO:0055114
YKL026C	GO:0098869
YKL026C	GO:0006979
YKL027W	GO:0061504
YKL028W	GO:0006367
YKL028W	GO:0001113
YKL028W	GO:0006366
YKL029C	GO:0006090
YKL029C	GO:0055114
YKL029C	GO:0006108
YKL029C	GO:0006520
YKL032C	GO:0000122
YKL032C	GO:2000819
YKL032C	GO:0071456
YKL033W	GO:0006325
YKL033W	GO:0008150
YKL033W	GO:0032006
YKL033W-A	GO:0008150
YKL033W-A	GO:0016311
YKL034W	GO:0043162
YKL034W	GO:0016567
YKL034W	GO:0006511
YKL035W	GO:0005992
YKL035W	GO:0006011
YKL035W	GO:0006078
YKL035W	GO:0005977
YKL035W	GO:0005978
YKL037W	GO:0006914
YKL037W	GO:0016236
YKL037W	GO:0000422
YKL038W	GO:0046324
YKL038W	GO:0006006
YKL038W	GO:0006355
YKL038W	GO:0045944
YKL038W	GO:0000122
YKL039W	GO:0008150
YKL040C	GO:0097428
YKL040C	GO:0006880
YKL040C	GO:0106035
YKL040C	GO:0016226
YKL041W	GO:0007034
YKL041W	GO:0015031
YKL041W	GO:1904669
YKL041W	GO:0070676
YKL041W	GO:0045324
YKL041W	GO:0043162
YKL041W	GO:0032509
YKL042W	GO:0030474
YKL043W	GO:0045944
YKL043W	GO:2000222
YKL044W	GO:0008150
YKL045W	GO:0006302
YKL045W	GO:0006260
YKL045W	GO:0006270
YKL045W	GO:0006269
YKL045W	GO:0006273
YKL046C	GO:0071555
YKL046C	GO:0009272
YKL046C	GO:0007117
YKL046C	GO:0016052
YKL046C	GO:0008152
YKL047W	GO:0008150
YKL048C	GO:0000281
YKL048C	GO:0046777
YKL048C	GO:0042493
YKL048C	GO:0042149
YKL048C	GO:1902935
YKL048C	GO:0035556
YKL048C	GO:0007124
YKL048C	GO:0031954
YKL048C	GO:0016310
YKL048C	GO:0007049
YKL048C	GO:0006468
YKL048C	GO:0000921
YKL048C	GO:0000902
YKL048C	GO:0007117
YKL049C	GO:0061644
YKL049C	GO:0030543
YKL049C	GO:0000070
YKL049C	GO:0051382
YKL049C	GO:0009303
YKL050C	GO:0008150
YKL050C	GO:0070941
YKL051W	GO:0030036
YKL051W	GO:0007033
YKL051W	GO:0048017
YKL051W	GO:0006629
YKL051W	GO:0061093
YKL051W	GO:0010506
YKL052C	GO:0007049
YKL052C	GO:0051987
YKL052C	GO:0007059
YKL052C	GO:0008608
YKL052C	GO:0031116
YKL052C	GO:0051301
YKL053C-A	GO:0015914
YKL053C-A	GO:0007005
YKL053C-A	GO:0045332
YKL053C-A	GO:0033108
YKL053C-A	GO:0006869
YKL054C	GO:0006281
YKL054C	GO:0016567
YKL054C	GO:0006283
YKL054C	GO:0000723
YKL054C	GO:0006511
YKL054C	GO:0006974
YKL055C	GO:0009060
YKL055C	GO:0006631
YKL055C	GO:0006629
YKL055C	GO:0055114
YKL055C	GO:0006633
YKL056C	GO:0006412
YKL056C	GO:0034599
YKL056C	GO:0002181
YKL057C	GO:0000055
YKL057C	GO:0006302
YKL057C	GO:0006406
YKL057C	GO:0051028
YKL057C	GO:0006606
YKL057C	GO:0031990
YKL057C	GO:0031081
YKL057C	GO:0000973
YKL057C	GO:0034398
YKL057C	GO:0035392
YKL057C	GO:0045893
YKL057C	GO:0045944
YKL057C	GO:0006611
YKL057C	GO:0000122
YKL057C	GO:0015031
YKL058W	GO:0051091
YKL058W	GO:0045944
YKL058W	GO:0006367
YKL058W	GO:0051123
YKL059C	GO:0006378
YKL059C	GO:0016567
YKL059C	GO:0006397
YKL059C	GO:0098789
YKL060C	GO:0006094
YKL060C	GO:0005975
YKL060C	GO:0006096
YKL061W	GO:0032880
YKL061W	GO:0007032
YKL062W	GO:0061401
YKL062W	GO:0006338
YKL062W	GO:0061406
YKL062W	GO:0061407
YKL062W	GO:0001302
YKL062W	GO:0061408
YKL062W	GO:0061412
YKL062W	GO:0045944
YKL062W	GO:0061409
YKL062W	GO:0061422
YKL062W	GO:0061405
YKL062W	GO:0061395
YKL062W	GO:0061411
YKL062W	GO:0001324
YKL062W	GO:0061410
YKL062W	GO:0061403
YKL062W	GO:0061404
YKL062W	GO:0071468
YKL062W	GO:0061402
YKL062W	GO:0097236
YKL062W	GO:0036278
YKL062W	GO:0061434
YKL063C	GO:0008150
YKL064W	GO:0055085
YKL064W	GO:0010961
YKL064W	GO:1903830
YKL064W	GO:0030001
YKL065C	GO:0015031
YKL065C	GO:0008150
YKL065C	GO:0070973
YKL065C	GO:0006888
YKL065C	GO:0016192
YKL065C	GO:0006886
YKL065W-A	GO:0008150
YKL067W	GO:0006228
YKL067W	GO:0006241
YKL067W	GO:0006281
YKL067W	GO:0016310
YKL067W	GO:0009117
YKL067W	GO:0006183
YKL067W	GO:0006165
YKL067W	GO:0006974
YKL067W	GO:0009142
YKL068W	GO:0000973
YKL068W	GO:0006406
YKL068W	GO:0015031
YKL068W	GO:0006606
YKL068W	GO:0036228
YKL068W	GO:0034398
YKL068W	GO:0051028
YKL068W	GO:0006607
YKL068W	GO:0045893
YKL068W	GO:0006405
YKL068W	GO:0031990
YKL068W	GO:0006913
YKL068W-A	GO:0008150
YKL069W	GO:0055114
YKL069W	GO:0034599
YKL070W	GO:0008150
YKL071W	GO:0055114
YKL071W	GO:0110095
YKL072W	GO:0008150
YKL073W	GO:0031204
YKL073W	GO:0051085
YKL073W	GO:0034605
YKL073W	GO:0006986
YKL073W	GO:0050790
YKL073W	GO:0002181
YKL073W	GO:0042026
YKL073W	GO:0006450
YKL073W	GO:0034620
YKL074C	GO:0000348
YKL074C	GO:0008380
YKL074C	GO:0006397
YKL075C	GO:0042493
YKL077W	GO:0051604
YKL077W	GO:0006605
YKL078W	GO:0045943
YKL078W	GO:0006364
