GeneName	GoTerm
YCL017C	GO:0006879
YCL017C	GO:0002098
YCL017C	GO:0070903
YCL017C	GO:0008033
YCL018W	GO:0008652
YCL018W	GO:0055114
YCL018W	GO:0006097
YCL018W	GO:0009082
YCL018W	GO:0009098
YCL019W	GO:0090502
YCL019W	GO:0032197
YCL019W	GO:0006508
YCL019W	GO:0032196
YCL019W	GO:0090305
YCL019W	GO:0008152
YCL019W	GO:0006278
YCL019W	GO:0071897
YCL019W	GO:0006310
YCL019W	GO:0015074
YCL019W	GO:0090501
YCL020W	GO:0032197
YCL021W-A	GO:0008150
YCL024W	GO:0007117
YCL024W	GO:0000921
YCL024W	GO:0007049
YCL024W	GO:0044879
YCL024W	GO:0016310
YCL024W	GO:0035556
YCL024W	GO:0008360
YCL024W	GO:0051301
YCL024W	GO:0006468
YCL025C	GO:0015823
YCL025C	GO:0055085
YCL025C	GO:0006865
YCL025C	GO:0035524
YCL025C	GO:0003333
YCL026C-A	GO:0006629
YCL026C-A	GO:0055114
YCL026C-A	GO:0034599
YCL026C-A	GO:0045922
YCL026C-A	GO:0006631
YCL026C-B	GO:0008150
YCL026C-B	GO:0034599
YCL026C-B	GO:0055114
YCL027W	GO:0000755
YCL027W	GO:0032065
YCL027W	GO:0031385
YCL028W	GO:0008150
YCL029C	GO:0007049
YCL029C	GO:0051301
YCL029C	GO:0031115
YCL029C	GO:0000743
YCL029C	GO:0000742
YCL029C	GO:0030543
YCL029C	GO:0000022
YCL030C	GO:0000105
YCL030C	GO:0055114
YCL030C	GO:0008652
YCL030C	GO:0008152
YCL031C	GO:0006364
YCL031C	GO:0000028
YCL031C	GO:0042254
YCL032W	GO:0045859
YCL032W	GO:0001402
YCL032W	GO:0007049
YCL032W	GO:0034605
YCL032W	GO:0000750
YCL032W	GO:0019236
YCL032W	GO:0007165
YCL032W	GO:0000161
YCL032W	GO:0007050
YCL032W	GO:0007232
YCL033C	GO:0006979
YCL033C	GO:0034599
YCL033C	GO:0055114
YCL033C	GO:0030091
YCL034W	GO:0006897
YCL034W	GO:0007015
YCL034W	GO:0030036
YCL034W	GO:0051666
YCL035C	GO:0045454
YCL035C	GO:0055114
YCL035C	GO:0010731
YCL035C	GO:0034599
YCL035C	GO:0022900
YCL035C	GO:0098869
YCL036W	GO:0008150
YCL037C	GO:0006417
YCL038C	GO:0032974
YCL038C	GO:0006865
YCL038C	GO:0006914
YCL039W	GO:0043161
YCL039W	GO:0045721
YCL040W	GO:0005975
YCL040W	GO:0006006
YCL040W	GO:0001678
YCL040W	GO:0016310
YCL040W	GO:0046323
YCL040W	GO:0006013
YCL040W	GO:0006096
YCL040W	GO:0051156
YCL040W	GO:0046835
YCL042W	GO:0008150
YCL043C	GO:0045454
YCL043C	GO:0034976
YCL043C	GO:0055114
YCL043C	GO:1904382
YCL043C	GO:0036508
YCL043C	GO:0006457
YCL044C	GO:0006515
YCL045C	GO:0034975
YCL047C	GO:0007124
YCL047C	GO:0034356
YCL047C	GO:0030433
YCL047C	GO:0019363
YCL047C	GO:0001403
YCL047C	GO:0009435
YCL047C	GO:0009058
YCL048W	GO:0030476
YCL048W	GO:0031505
YCL048W	GO:0030435
YCL048W-A	GO:0008150
YCL049C	GO:0008150
YCL050C	GO:0009165
YCL050C	GO:0090305
YCL050C	GO:0009117
YCL050C	GO:0006259
YCL050C	GO:0009164
YCL051W	GO:0031505
YCL051W	GO:0006469
YCL052C	GO:0030433
YCL052C	GO:0016485
YCL052C	GO:0006506
YCL052C	GO:0097502
YCL054W	GO:0001510
YCL054W	GO:0000466
YCL054W	GO:0032259
YCL054W	GO:0042254
YCL054W	GO:0000453
YCL054W	GO:0006364
YCL054W	GO:0000463
YCL054W	GO:0031167
YCL054W-A	GO:0008150
YCL055W	GO:0007329
YCL055W	GO:0000741
YCL055W	GO:0051321
YCL055W	GO:0000742
YCL056C	GO:0007031
YCL057C-A	GO:0061024
YCL057C-A	GO:0042407
YCL057W	GO:0006518
YCL057W	GO:0006508
YCL058C	GO:0006873
YCL058C	GO:0007049
YCL058C	GO:0071555
YCL058C	GO:0000122
YCL058C	GO:0000750
YCL058W-A	GO:0000750
YCL058W-A	GO:0000122
YCL059C	GO:0000447
YCL059C	GO:0042274
YCL059C	GO:0042254
YCL059C	GO:0006364
YCL061C	GO:0000723
YCL061C	GO:0006348
YCL061C	GO:0000076
YCL061C	GO:0043570
YCL061C	GO:0033262
YCL061C	GO:0031573
YCL061C	GO:0030466
YCL061C	GO:0006281
YCL061C	GO:0007064
YCL061C	GO:0006260
YCL061C	GO:0048478
YCL063W	GO:0000011
YCL064C	GO:0006565
YCL064C	GO:0006567
YCL064C	GO:0006520
YCL066W	GO:0007532
YCL066W	GO:0006357
YCL066W	GO:0045895
YCL066W	GO:0007531
YCL067C	GO:0000122
YCL067C	GO:0001198
YCL068C	GO:0008150
YCL069W	GO:0006865
YCL069W	GO:1990822
YCL069W	GO:0055085
YCL069W	GO:0015802
YCL073C	GO:0044718
YCL073C	GO:0034775
YCL073C	GO:0055085
YCL073C	GO:0006811
YCL073C	GO:0006879
YCL073C	GO:1902600
YCL074W	GO:0090501
YCL074W	GO:0006278
YCL074W	GO:0006508
YCL074W	GO:0032197
YCL074W	GO:0071897
YCL075W	GO:0090501
YCL075W	GO:0071897
YCL075W	GO:0006508
YCL075W	GO:0006278
YCL075W	GO:0032197
YCR001W	GO:0008150
YCR002C	GO:0061640
YCR002C	GO:0043934
YCR002C	GO:0007049
YCR002C	GO:0051301
YCR002C	GO:0010458
YCR002C	GO:0030011
YCR002C	GO:0000281
YCR002C	GO:0000921
YCR003W	GO:0006412
YCR003W	GO:0032543
YCR004C	GO:0008150
YCR004C	GO:0055114
YCR005C	GO:0006097
YCR005C	GO:0005975
YCR005C	GO:0006537
YCR005C	GO:0006101
YCR005C	GO:0006099
YCR006C	GO:0008150
YCR007C	GO:0008150
YCR007C	GO:0016050
YCR008W	GO:0016310
YCR008W	GO:1903329
YCR008W	GO:0035556
YCR008W	GO:0006468
YCR008W	GO:0000082
YCR008W	GO:0034613
YCR008W	GO:0030003
YCR008W	GO:0009249
YCR008W	GO:0006470
YCR009C	GO:0042594
YCR009C	GO:0097320
YCR009C	GO:0060988
YCR009C	GO:0051666
YCR009C	GO:0031532
YCR009C	GO:0030036
YCR009C	GO:0006897
YCR009C	GO:0000747
YCR009C	GO:0007015
YCR009C	GO:0006970
YCR010C	GO:0015696
YCR010C	GO:0051321
YCR010C	GO:0006847
YCR010C	GO:0072488
YCR010C	GO:0006846
YCR010C	GO:0019740
YCR010C	GO:0055085
YCR010C	GO:0006811
YCR011C	GO:0055085
YCR011C	GO:0034220
YCR012W	GO:0016310
YCR012W	GO:0006096
YCR012W	GO:0006094
YCR012W	GO:0055114
YCR012W	GO:1903862
YCR014C	GO:0006974
YCR014C	GO:0071897
YCR014C	GO:0006281
YCR014C	GO:0006302
YCR014C	GO:0006303
YCR015C	GO:0006817
YCR015C	GO:0016311
YCR016W	GO:0008150
YCR017C	GO:0006505
YCR017C	GO:0006506
YCR017C	GO:0031505
YCR018C	GO:0006355
YCR018C	GO:0006364
YCR019W	GO:0044419
YCR020C	GO:0006772
YCR020C-A	GO:0006474
YCR020C-A	GO:0016070
YCR020W-B	GO:0006974
YCR020W-B	GO:0006337
YCR020W-B	GO:0006338
YCR020W-B	GO:0006368
YCR020W-B	GO:0007049
YCR021C	GO:0070301
YCR021C	GO:0034605
YCR021C	GO:0071361
YCR021C	GO:0006811
YCR021C	GO:0034220
YCR021C	GO:0006974
YCR021C	GO:0071470
YCR021C	GO:0032780
YCR022C	GO:0008150
YCR023C	GO:0055085
YCR023C	GO:0008150
YCR024C	GO:0070145
YCR024C	GO:0006418
YCR024C	GO:0006412
YCR024C	GO:0006421
YCR024C-A	GO:0050790
YCR024C-A	GO:0032781
YCR024C-B	GO:0008150
YCR025C	GO:0008150
YCR026C	GO:0090305
YCR026C	GO:0016036
YCR026C	GO:0006796
YCR026C	GO:0009141
YCR026C	GO:0008152
YCR027C	GO:0015809
YCR027C	GO:0007264
YCR027C	GO:0015819
YCR027C	GO:0042147
YCR027C	GO:0007165
YCR028C	GO:0015887
YCR028C	GO:0055085
YCR028C	GO:0006897
YCR028C	GO:0098717
YCR028C-A	GO:0090297
YCR028C-A	GO:0006260
YCR028C-A	GO:0006264
YCR028C-A	GO:0000002
YCR028C-A	GO:0051096
YCR030C	GO:0006897
YCR030C	GO:0007049
YCR030C	GO:0000147
YCR030C	GO:0032185
YCR030C	GO:0043086
YCR031C	GO:0006364
YCR031C	GO:0002181
YCR031C	GO:0006412
YCR031C	GO:0000028
YCR031C	GO:0000462
YCR031C	GO:0042254
YCR032W	GO:0031505
YCR032W	GO:0009268
YCR032W	GO:0006886
YCR033W	GO:0016575
YCR033W	GO:0032874
YCR033W	GO:0006355
YCR033W	GO:0000122
YCR034W	GO:0034625
YCR034W	GO:0016192
YCR034W	GO:0006631
YCR034W	GO:0030148
YCR034W	GO:0030497
YCR034W	GO:0032511
YCR034W	GO:0042761
YCR034W	GO:0019367
YCR034W	GO:0006629
YCR034W	GO:0034626
YCR034W	GO:0006633
YCR035C	GO:0034473
YCR035C	GO:0071038
YCR035C	GO:0016075
YCR035C	GO:0006401
YCR035C	GO:0071035
YCR035C	GO:0071028
YCR035C	GO:0006364
YCR035C	GO:0006396
YCR035C	GO:0071051
YCR035C	GO:0034475
YCR035C	GO:0071042
YCR035C	GO:0070478
YCR035C	GO:0070481
YCR035C	GO:0043928
YCR035C	GO:0000467
YCR035C	GO:0034476
YCR035C	GO:0016973
YCR035C	GO:0043628
YCR035C	GO:0070651
YCR035C	GO:0034427
YCR036W	GO:0016310
YCR036W	GO:0046835
YCR036W	GO:0019303
YCR036W	GO:0006014
YCR036W	GO:0005975
YCR037C	GO:0097080
YCR037C	GO:0006797
YCR037C	GO:0055085
YCR037C	GO:2000185
YCR037C	GO:0006817
YCR038C	GO:0007264
YCR038C	GO:0007120
YCR038C	GO:0007121
YCR039C	GO:0000122
YCR039C	GO:0001198
YCR040W	GO:0007532
YCR040W	GO:0006357
YCR040W	GO:0045895
YCR040W	GO:0007531
YCR041W	GO:0007059
YCR041W	GO:0008150
YCR042C	GO:0006367
YCR042C	GO:0045944
YCR042C	GO:0006366
YCR042C	GO:0051123
YCR043C	GO:0008150
YCR044C	GO:0030026
YCR044C	GO:0006506
YCR045C	GO:0030435
YCR045C	GO:0006508
YCR045C	GO:0030476
YCR046C	GO:0006412
YCR046C	GO:0032543
YCR047C	GO:0000447
YCR047C	GO:0032259
YCR047C	GO:0000282
YCR047C	GO:0000056
YCR047C	GO:0006364
YCR047C	GO:0070476
YCR048W	GO:0008204
YCR048W	GO:0016125
YCR050C	GO:0008150
YCR051W	GO:0008150
YCR052W	GO:0006337
YCR052W	GO:0016584
YCR052W	GO:0006325
YCR052W	GO:0032968
YCR053W	GO:0008652
YCR053W	GO:0006520
YCR053W	GO:0009088
YCR054C	GO:0008150
YCR054C	GO:0008652
YCR054C	GO:0009088
YCR057C	GO:0006364
YCR057C	GO:0042254
YCR057C	GO:0000462
YCR057C	GO:0000480
YCR057C	GO:0000920
YCR057C	GO:0030010
YCR057C	GO:0000028
YCR057C	GO:0000447
YCR057C	GO:0000472
YCR059C	GO:0006417
YCR059C	GO:0006469
YCR059C	GO:0001933
YCR060W	GO:0000492
YCR060W	GO:0006457
YCR061W	GO:0008361
YCR063W	GO:0006397
YCR063W	GO:0008380
YCR063W	GO:0000398
YCR063W	GO:0000282
YCR065W	GO:0034599
YCR065W	GO:0006357
YCR065W	GO:0045944
YCR065W	GO:0051300
YCR065W	GO:0007005
YCR065W	GO:0006355
YCR066W	GO:0006301
YCR066W	GO:0006281
YCR066W	GO:0006974
YCR066W	GO:0016567
YCR066W	GO:0070987
YCR066W	GO:0042276
YCR066W	GO:0006513
YCR066W	GO:0032508
YCR066W	GO:0009411
YCR066W	GO:0042275
YCR067C	GO:0009306
YCR067C	GO:0016192
YCR067C	GO:0015031
YCR067C	GO:0003400
YCR067C	GO:0043547
YCR068W	GO:0016236
YCR068W	GO:0016042
YCR068W	GO:0006660
YCR068W	GO:0006914
YCR068W	GO:0006629
YCR068W	GO:0030397
YCR068W	GO:0034496
YCR068W	GO:0006624
YCR068W	GO:0046461
YCR068W	GO:0034727
YCR069W	GO:0000413
YCR069W	GO:0008150
YCR069W	GO:0042026
YCR071C	GO:0032543
YCR071C	GO:0006412
YCR072C	GO:0110136
YCR072C	GO:0000027
YCR072C	GO:0042254
YCR073C	GO:0051403
YCR073C	GO:0031098
YCR073C	GO:0023014
YCR073C	GO:0000186
YCR073C	GO:0000161
YCR073C	GO:0006468
YCR073C	GO:0016310
YCR073C	GO:0032147
YCR073W-A	GO:0006409
YCR073W-A	GO:0009051
YCR073W-A	GO:0006098
YCR073W-A	GO:0005975
YCR075C	GO:0055085
YCR075C	GO:0015811
YCR075W-A	GO:0072665
YCR075W-A	GO:0038202
YCR076C	GO:0006325
YCR076C	GO:0008150
YCR077C	GO:0007049
YCR077C	GO:0051301
YCR077C	GO:0006397
YCR077C	GO:0000290
YCR077C	GO:0001731
YCR077C	GO:0006446
YCR077C	GO:0006417
YCR077C	GO:0033962
YCR077C	GO:0045947
YCR079W	GO:0006914
YCR079W	GO:0016236
YCR079W	GO:0006470
YCR079W	GO:0000422
YCR079W	GO:0070262
YCR079W	GO:1904184
YCR081W	GO:0006357
YCR081W	GO:0045944
YCR081W	GO:0000411
YCR081W	GO:0000122
YCR082W	GO:0016573
YCR083W	GO:0006662
YCR083W	GO:0045454
YCR083W	GO:0034599
YCR083W	GO:0055114
YCR084C	GO:0045944
YCR084C	GO:2000531
YCR084C	GO:0043486
YCR084C	GO:0035955
YCR084C	GO:0016584
YCR084C	GO:0000433
YCR084C	GO:0000122
YCR084C	GO:2001020
YCR084C	GO:0001198
YCR084C	GO:2000217
YCR085W	GO:0008150
YCR086W	GO:0045132
YCR086W	GO:0045143
YCR086W	GO:0070550
YCR086W	GO:0045144
YCR086W	GO:0051315
YCR086W	GO:0051455
YCR086W	GO:0051321
YCR086W	GO:0034503
YCR087C-A	GO:0006364
YCR087C-A	GO:0008150
YCR087C-A	GO:0000122
YCR088W	GO:0000147
YCR088W	GO:0051016
YCR088W	GO:2000601
YCR088W	GO:0044379
YCR088W	GO:0030833
YCR089W	GO:0044182
YCR089W	GO:0001403
YCR089W	GO:0000755
YCR089W	GO:0000753
YCR089W	GO:0071555
YCR089W	GO:0007155
YCR089W	GO:0019236
YCR089W	GO:0008360
YCR089W	GO:0000746
YCR090C	GO:0008150
YCR091W	GO:0006869
YCR091W	GO:0000749
YCR091W	GO:0016310
YCR091W	GO:0006468
YCR091W	GO:0045332
YCR092C	GO:0007131
YCR092C	GO:0000710
YCR092C	GO:0006974
YCR092C	GO:0006312
YCR092C	GO:0006281
YCR092C	GO:0043111
YCR092C	GO:0006298
YCR092C	GO:0006310
YCR092C	GO:0000735
YCR092C	GO:0051096
YCR092C	GO:0043570
YCR093W	GO:0006357
YCR093W	GO:0006368
YCR093W	GO:0000749
YCR093W	GO:0032968
YCR093W	GO:0000288
YCR093W	GO:0010607
YCR093W	GO:0051726
YCR093W	GO:0032781
YCR093W	GO:0006417
YCR093W	GO:0000289
YCR093W	GO:0007124
YCR094W	GO:0045332
YCR094W	GO:0140331
YCR094W	GO:0042147
YCR094W	GO:0006886
YCR094W	GO:0051666
YCR094W	GO:0006897
YCR095C	GO:0035335
YCR095C	GO:0008150
YCR095W-A	GO:0008150
YCR096C	GO:0008150
YCR097W	GO:0006355
YCR097W	GO:0007532
YCR097W	GO:1903507
YCR098C	GO:0015794
YCR098C	GO:0055085
YCR098C	GO:0001407
YCR099C	GO:0008150
YCR100C	GO:0008150
YCR101C	GO:0008150
YCR102C	GO:0055114
YCR102C	GO:0046688
YCR104W	GO:0031505
YCR104W	GO:0008150
YCR105W	GO:0055114
YCR105W	GO:0006066
YCR106W	GO:0006355
YCR106W	GO:0009410
YCR106W	GO:0045944
YCR107W	GO:0055114
YCR107W	GO:0006081
YCR108C	GO:0008150
YDL001W	GO:0030435
YDL001W	GO:0008150
YDL001W	GO:0051321
YDL002C	GO:0006338
YDL002C	GO:0006302
YDL002C	GO:0042766
YDL002C	GO:0000722
YDL002C	GO:0006357
YDL003W	GO:0007076
YDL003W	GO:0007059
YDL003W	GO:0007062
YDL003W	GO:0034087
YDL003W	GO:0006974
YDL003W	GO:1990414
YDL003W	GO:0006915
YDL003W	GO:0006302
YDL003W	GO:0007049
YDL003W	GO:0051301
YDL004W	GO:0006811
YDL004W	GO:0006754
YDL004W	GO:0015986
YDL005C	GO:0000122
YDL005C	GO:0051123
YDL005C	GO:0045944
YDL006W	GO:0006388
YDL006W	GO:0035970
YDL006W	GO:0000188
YDL006W	GO:0000750
YDL006W	GO:0000001
YDL006W	GO:0051389
YDL006W	GO:0043409
YDL006W	GO:0006470
YDL007C-A	GO:0008150
YDL007W	GO:0070682
YDL007W	GO:0034629
YDL007W	GO:0070651
YDL007W	GO:0043171
YDL007W	GO:0045732
YDL007W	GO:0030163
YDL007W	GO:1901800
YDL007W	GO:0006511
YDL008W	GO:0007049
YDL008W	GO:0045842
YDL008W	GO:0016567
YDL008W	GO:0031145
YDL008W	GO:0051301
YDL008W	GO:0006511
YDL009C	GO:0008150
YDL010W	GO:0022900
YDL010W	GO:0055114
YDL010W	GO:0098869
YDL010W	GO:0045454
YDL010W	GO:0034599
YDL012C	GO:0008150
YDL013W	GO:0016567
YDL013W	GO:0006281
YDL013W	GO:0000723
YDL013W	GO:0006974
YDL013W	GO:0016925
YDL013W	GO:0006511
YDL014W	GO:0032259
YDL014W	GO:0042254
YDL014W	GO:0000494
YDL014W	GO:1990258
YDL014W	GO:0043144
YDL014W	GO:0031167
YDL014W	GO:0006364
YDL015C	GO:0006629
YDL015C	GO:0006633
YDL015C	GO:0006631
YDL015C	GO:0055114
YDL015C	GO:0000038
YDL015C	GO:0042761
YDL017W	GO:0031938
YDL017W	GO:0060903
YDL017W	GO:0010673
YDL017W	GO:0018105
YDL017W	GO:0001100
YDL017W	GO:0007049
YDL017W	GO:0034629
YDL017W	GO:0000727
YDL017W	GO:0006279
YDL017W	GO:0006270
YDL017W	GO:0016310
YDL017W	GO:0006468
YDL017W	GO:0046777
YDL017W	GO:1902977
YDL017W	GO:1904968
YDL017W	GO:1905263
YDL017W	GO:0051301
YDL017W	GO:0051321
YDL017W	GO:0018107
YDL017W	GO:0033314
YDL017W	GO:0031334
YDL018C	GO:0006886
YDL018C	GO:0016192
YDL018C	GO:0015031
YDL018C	GO:0007030
YDL018C	GO:0006621
YDL018C	GO:0006888
YDL019C	GO:0030011
YDL019C	GO:0035621
YDL019C	GO:0006887
YDL019C	GO:0034727
YDL019C	GO:0015918
YDL019C	GO:0006897
YDL019C	GO:0006869
YDL020C	GO:0097201
YDL020C	GO:0036003
YDL020C	GO:0000122
YDL020C	GO:0061395
YDL020C	GO:0045944
YDL020C	GO:0006282
YDL021W	GO:0006096
YDL021W	GO:0008150
YDL022C-A	GO:0008150
YDL022W	GO:0006116
YDL022W	GO:0006973
YDL022W	GO:0055114
YDL022W	GO:0005975
YDL022W	GO:0016558
YDL022W	GO:0006072
YDL022W	GO:0046168
YDL024C	GO:0016311
YDL024C	GO:0001403
YDL024C	GO:0007124
YDL025C	GO:0008150
YDL025C	GO:0006468
YDL025C	GO:0035556
YDL025C	GO:0016310
YDL027C	GO:0008150
YDL028C	GO:0046777
YDL028C	GO:0033316
YDL028C	GO:0018105
YDL028C	GO:0051304
YDL028C	GO:0031134
YDL028C	GO:0034501
YDL028C	GO:0030474
YDL028C	GO:0016310
YDL028C	GO:0007093
YDL028C	GO:0051988
YDL028C	GO:0007094
YDL028C	GO:0006468
YDL028C	GO:0007059
YDL028C	GO:0051225
YDL029W	GO:0034314
YDL029W	GO:0051654
YDL029W	GO:0032258
YDL029W	GO:0007015
YDL029W	GO:0000001
YDL029W	GO:0030476
YDL030W	GO:0006397
YDL030W	GO:0008380
YDL030W	GO:0000395
YDL030W	GO:0000398
YDL031W	GO:1902626
YDL031W	GO:0042254
YDL031W	GO:0006364
YDL031W	GO:0000466
YDL031W	GO:0000463
YDL033C	GO:0008033
YDL033C	GO:1990799
YDL033C	GO:0002143
YDL035C	GO:0007124
YDL035C	GO:0007186
YDL035C	GO:0009731
YDL035C	GO:0001302
YDL035C	GO:0007165
YDL035C	GO:0051594
YDL035C	GO:0010255
YDL035C	GO:0009757
YDL035C	GO:0001403
YDL035C	GO:0009745
YDL036C	GO:0000455
YDL036C	GO:0001522
YDL036C	GO:0031119
YDL036C	GO:0009451
YDL036C	GO:0008033
YDL037C	GO:0008150
YDL039C	GO:0008150
YDL040C	GO:0017196
YDL040C	GO:0006474
YDL042C	GO:0006303
YDL042C	GO:0097695
YDL042C	GO:0045910
YDL042C	GO:1904524
YDL042C	GO:0008156
YDL042C	GO:0007062
YDL042C	GO:0006974
YDL042C	GO:0070932
YDL042C	GO:0070933
YDL042C	GO:0034398
YDL042C	GO:0006348
YDL042C	GO:1990619
YDL042C	GO:0097752
YDL042C	GO:0000183
YDL042C	GO:0001300
YDL042C	GO:0001302
YDL042C	GO:0006325
YDL042C	GO:0016575
YDL042C	GO:0030466
YDL042C	GO:0061647
YDL042C	GO:0006281
YDL042C	GO:0006333
YDL043C	GO:0006397
YDL043C	GO:0008380
YDL043C	GO:0000245
YDL044C	GO:0006397
YDL044C	GO:0032543
YDL045C	GO:0006747
YDL045W-A	GO:0032543
YDL046W	GO:0015918
YDL046W	GO:0032366
YDL046W	GO:0006869
YDL047W	GO:0051301
YDL047W	GO:0006281
YDL047W	GO:0035556
YDL047W	GO:0016311
YDL047W	GO:0030036
YDL047W	GO:0031505
YDL047W	GO:0006470
YDL047W	GO:0031929
YDL047W	GO:0034599
YDL047W	GO:0007049
YDL047W	GO:0001302
YDL047W	GO:0000082
YDL047W	GO:0002098
YDL047W	GO:0070262
YDL048C	GO:0008150
YDL049C	GO:0071555
YDL049C	GO:0031505
YDL049C	GO:0006078
YDL049C	GO:0042546
YDL051W	GO:0008033
YDL051W	GO:0006396
YDL052C	GO:0046474
YDL052C	GO:0006654
YDL052C	GO:0008654
YDL052C	GO:0006629
YDL052C	GO:0016024
YDL053C	GO:0008150
YDL054C	GO:0008150
YDL054C	GO:0055085
YDL055C	GO:0000032
YDL055C	GO:0006486
YDL055C	GO:0009298
YDL055C	GO:0007049
YDL055C	GO:0009058
YDL056W	GO:0071931
YDL056W	GO:0000083
YDL056W	GO:0045944
YDL057W	GO:0008150
YDL058W	GO:0061025
YDL058W	GO:0006886
YDL058W	GO:0006888
YDL058W	GO:0016192
YDL058W	GO:0048211
YDL058W	GO:0015031
YDL058W	GO:0048280
YDL058W	GO:0035493
YDL058W	GO:0045056
YDL059C	GO:0006312
YDL059C	GO:0045002
YDL059C	GO:0006277
YDL059C	GO:2000278
YDL059C	GO:0006281
YDL059C	GO:0000724
YDL059C	GO:0006310
YDL059C	GO:0006974
YDL059C	GO:0000733
YDL059C	GO:0043504
YDL059C	GO:0000722
YDL060W	GO:0042254
YDL060W	GO:0000462
YDL060W	GO:0000461
YDL061C	GO:0002181
YDL061C	GO:0006412
YDL063C	GO:0042273
YDL063C	GO:0006606
YDL063C	GO:0015031
YDL063C	GO:0042254
YDL064W	GO:0016925
YDL064W	GO:0007049
YDL064W	GO:0051301
YDL064W	GO:0000022
YDL065C	GO:0050821
YDL065C	GO:0045033
YDL065C	GO:0007031
YDL065C	GO:0032581
YDL065C	GO:0032527
YDL065C	GO:0045046
YDL066W	GO:0006097
YDL066W	GO:0006739
YDL066W	GO:0006099
YDL066W	GO:0006537
YDL066W	GO:0055114
YDL066W	GO:0006102
YDL067C	GO:0022904
YDL067C	GO:0055114
YDL067C	GO:1902600
YDL067C	GO:0006123
YDL069C	GO:0034551
YDL069C	GO:0006417
YDL069C	GO:0070131
YDL070W	GO:0031452
YDL070W	GO:0030435
YDL070W	GO:0006974
YDL070W	GO:0006281
YDL072C	GO:0016192
YDL072C	GO:0008150
YDL072C	GO:0006888
YDL072C	GO:0070973
YDL072C	GO:0015031
YDL072C	GO:0006886
YDL073W	GO:0043407
YDL073W	GO:0007232
YDL073W	GO:0043410
YDL074C	GO:0016567
YDL074C	GO:0031571
YDL074C	GO:0031573
YDL074C	GO:0000724
YDL074C	GO:0030174
YDL074C	GO:0016574
YDL074C	GO:0006348
YDL074C	GO:0042138
YDL074C	GO:0070534
YDL074C	GO:0006366
YDL074C	GO:0000722
YDL074C	GO:0010390
YDL074C	GO:0006325
YDL075W	GO:0006412
YDL075W	GO:0006450
YDL075W	GO:0002181
YDL076C	GO:0006325
YDL076C	GO:0016575
YDL076C	GO:0016479
YDL077C	GO:0006886
YDL077C	GO:0099022
YDL077C	GO:0007033
YDL077C	GO:0032889
YDL077C	GO:0034727
YDL077C	GO:0035542
YDL077C	GO:0042144
YDL077C	GO:1904263
YDL077C	GO:0015031
YDL077C	GO:0016192
YDL078C	GO:0006735
YDL078C	GO:0006108
YDL078C	GO:0006099
YDL078C	GO:0005975
YDL078C	GO:0006097
YDL078C	GO:0006635
YDL078C	GO:0055114
YDL078C	GO:0019752
YDL079C	GO:0006468
YDL079C	GO:0007165
YDL079C	GO:0018107
YDL079C	GO:0018105
YDL079C	GO:0071472
YDL079C	GO:0034605
YDL079C	GO:0042176
YDL079C	GO:0016310
YDL080C	GO:0006559
YDL080C	GO:0090180
YDL080C	GO:0045944
YDL080C	GO:0006090
YDL080C	GO:0006569
YDL080C	GO:0009083
YDL080C	GO:0006067
YDL080C	GO:0000955
YDL080C	GO:0000949
YDL081C	GO:0002181
YDL081C	GO:0006414
YDL081C	GO:0032147
YDL081C	GO:0045860
YDL082W	GO:0002181
YDL082W	GO:0006412
YDL083C	GO:0000462
YDL083C	GO:0006412
YDL083C	GO:0006310
YDL083C	GO:0002181
YDL084W	GO:0006397
YDL084W	GO:0000398
YDL084W	GO:0006406
YDL084W	GO:0006348
YDL084W	GO:0006368
YDL084W	GO:0051028
YDL084W	GO:0031124
YDL084W	GO:0008380
YDL084W	GO:0006283
YDL085C-A	GO:0008150
YDL085W	GO:0006116
YDL085W	GO:0055114
YDL085W	GO:0019655
YDL086W	GO:0008150
YDL087C	GO:0006376
YDL087C	GO:0008380
YDL087C	GO:0006397
YDL088C	GO:0007049
YDL088C	GO:0006607
YDL088C	GO:0031990
YDL088C	GO:0006999
YDL088C	GO:0015031
YDL088C	GO:0051028
YDL088C	GO:0051301
YDL089W	GO:0043007
YDL089W	GO:0007096
YDL090C	GO:0018343
YDL090C	GO:0018342
YDL091C	GO:0033523
YDL091C	GO:0072583
YDL092W	GO:0006614
YDL092W	GO:0045047
YDL092W	GO:0006616
YDL093W	GO:0031505
YDL093W	GO:0035269
YDL093W	GO:0006493
YDL093W	GO:0006486
YDL095W	GO:0071712
YDL095W	GO:0035269
YDL095W	GO:0006493
YDL095W	GO:0006486
YDL095W	GO:0031505
YDL095W	GO:1900101
YDL095W	GO:0032527
YDL097C	GO:0006511
YDL097C	GO:0043248
YDL098C	GO:0000398
YDL098C	GO:0008380
YDL098C	GO:0006397
YDL099W	GO:0009306
YDL099W	GO:0006888
YDL099W	GO:0016192
YDL100C	GO:0009408
YDL100C	GO:0010038
YDL100C	GO:0045048
YDL100C	GO:1990507
YDL100C	GO:0006890
YDL100C	GO:0046685
YDL100C	GO:0071816
YDL100C	GO:0000750
YDL100C	GO:0016192
YDL100C	GO:0006620
YDL101C	GO:0044773
YDL101C	GO:0006974
YDL101C	GO:0016310
YDL101C	GO:0018107
YDL101C	GO:0042770
YDL101C	GO:0018105
YDL101C	GO:0006468
YDL101C	GO:0000077
YDL101C	GO:0048478
